2020-06-08 09:40:37.250 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 29606 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 09:53:31.385 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-08 09:53:31.434 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-08 09:53:31.439 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-08 09:53:31.442 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getBookUsingGET_1
2020-06-08 09:53:31.442 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getChapterUsingGET_1
2020-06-08 09:53:31.455 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9004"]
2020-06-08 09:53:31.482 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9004 (http) with context path ''
2020-06-08 09:53:31.484 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Started NineOneYueDuApplication in 10.928 seconds (JVM running for 11.395)
2020-06-08 09:53:36.401 [http-nio-9004-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-08 09:53:36.401 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-08 09:53:36.406 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2020-06-08 09:54:24.601 [http-nio-9004-exec-7] INFO  com.nine.one.yuedu.read.cp.impl.BiKanServiceImpl - 必看小说获取书籍章节内容:29652	章节ID:11339587
2020-06-08 09:54:27.432 [http-nio-9004-exec-9] INFO  com.nine.one.yuedu.read.cp.impl.BiKanServiceImpl - 必看小说获取书籍章节内容:29652	章节ID:11339587
2020-06-08 09:54:35.748 [http-nio-9004-exec-10] INFO  com.nine.one.yuedu.read.cp.impl.BiKanServiceImpl - 必看小说获取书籍章节内容:29652	章节ID:11339588
2020-06-08 10:02:49.410 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-08 10:02:49.415 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-08 11:06:40.874 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-08 11:06:40.882 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-08 11:06:40.883 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-08 11:06:40.994 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-08 11:06:41.107 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-08 11:06:41.121 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5d43661b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@12299890, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2fba3fc4, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4bf48f6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@420a85c4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1c39680d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@62833051, org.springframework.test.context.event.EventPublishingTestExecutionListener@1c852c0f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@a37aefe, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5d99c6b5, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@266374ef, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@13b3d178, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@24c4ddae]
2020-06-08 11:06:41.393 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 31216 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 11:06:41.394 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-08 11:06:42.143 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-08 11:06:42.146 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-08 11:06:42.178 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16ms. Found 0 Redis repository interfaces.
2020-06-08 11:06:42.875 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-08 11:06:45.607 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-08 11:06:52.144 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-08 11:06:52.239 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: afd7d2dc-1763-4ca0-a308-78d16bd9692e

2020-06-08 11:06:52.380 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a0963be, org.springframework.security.web.context.SecurityContextPersistenceFilter@69eb544f, org.springframework.security.web.header.HeaderWriterFilter@1152900, org.springframework.security.web.authentication.logout.LogoutFilter@21be14c2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@b5c902, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@426710f0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7d3bf8db, org.springframework.security.web.session.SessionManagementFilter@1d283d1, org.springframework.security.web.access.ExceptionTranslationFilter@63db743d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@54567b05]
2020-06-08 11:06:52.705 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-08 11:06:53.519 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-08 11:06:53.545 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-08 11:06:53.581 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-08 11:06:53.762 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-08 11:06:53.825 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-08 11:06:53.830 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-08 11:06:53.833 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getBookUsingGET_1
2020-06-08 11:06:53.834 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getChapterUsingGET_1
2020-06-08 11:06:53.853 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 12.696 seconds (JVM running for 13.601)
2020-06-08 11:06:54.085 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-08 11:06:54.096 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-08 17:01:12.959 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-08 17:01:12.969 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-08 17:01:12.970 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-08 17:01:13.121 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-08 17:01:13.256 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-08 17:01:13.278 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@266374ef, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@13b3d178, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@24c4ddae, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@37fb0bed, org.springframework.test.context.support.DirtiesContextTestExecutionListener@a82c5f1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7b7fdc8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@51c693d, org.springframework.test.context.event.EventPublishingTestExecutionListener@6a57ae10, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@766653e6, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4e07b95f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@28b46423, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7fc4780b, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3b79fd76]
2020-06-08 17:01:13.617 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 35644 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 17:01:13.618 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-08 17:01:14.482 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-08 17:01:14.486 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-08 17:01:14.524 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19ms. Found 0 Redis repository interfaces.
2020-06-08 17:01:15.317 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-08 17:01:17.941 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-08 17:01:25.545 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-08 17:01:25.645 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 7a6c3ccb-c270-4c99-824f-9c90b2c06ef4

2020-06-08 17:01:25.808 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@69ffdaa8, org.springframework.security.web.context.SecurityContextPersistenceFilter@2c8ff67, org.springframework.security.web.header.HeaderWriterFilter@23f60b7d, org.springframework.security.web.authentication.logout.LogoutFilter@4052913c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@77ccded4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6121a7dd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2a1e57c6, org.springframework.security.web.session.SessionManagementFilter@3302035b, org.springframework.security.web.access.ExceptionTranslationFilter@426710f0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@42aa1324]
2020-06-08 17:01:26.170 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-08 17:01:27.057 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-08 17:01:27.086 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-08 17:01:27.124 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-08 17:01:27.343 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-08 17:01:27.414 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-08 17:01:27.419 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
